osm_type,osm_id,name,lat,lon,holes_tag,fairways,hole_lines,tier
relation,4598011,Saint Clair Shores Golf Club,42.53597,-82.89771,,24,18,vector
relation,4600721,Links at Gateway,42.26344,-83.36017,,10,18,vector
relation,5268271,Watermark Country Club,42.93094,-85.53341,,18,0,vector
relation,5279229,The Royal,43.57092,-85.27872,,1,0,raster
relation,5646232,Prestwick Village Golf Club,42.63182,-83.63472,,17,18,vector
relation,5805268,Glacier Club Golf Course,42.73199,-83.04406,,5,18,partial
relation,6010396,Huntmore Golf Club,42.59576,-83.76351,,8,18,partial
relation,6011051,Stonewater Country Club,42.83375,-85.62528,,24,18,vector
relation,6022884,Glen Eagle Golf Club,42.87902,-85.81262,,15,18,vector
relation,6024133,Oakhurst Golf & Country Club,42.74187,-83.33843,,8,18,partial
relation,6028936,Pheasant Run Golf Club,42.29599,-83.50662,,24,27,vector
relation,6031909,Fellows Creek Municipal Golf Club,42.28885,-83.43561,,21,19,vector
relation,6031937,The Captain's Club at Woodfield,42.87598,-83.58227,,9,18,vector
relation,6106365,Brookwood Golf Club,42.69118,-83.17442,,9,9,vector
relation,6108818,Paint Creek Country Club,42.79694,-83.29222,,0,0,raster
relation,6109495,Travis Pointe Country Club,42.21406,-83.78526,,19,0,vector
relation,6141278,Broadmoor Country Club,42.82125,-85.53439,,0,0,raster
relation,6799850,Bandemer Park Disc Golf,42.29957,-83.74362,,0,0,raster
relation,8273976,Selfridge ANGB Golf Course,42.60299,-82.81078,,16,19,vector
relation,8443784,Mountain Ridge,44.52304,-86.00859,,21,21,vector
relation,9285467,TPC Michigan,42.30669,-83.20422,,87,1,vector
relation,9389563,North Course,42.42501,-83.1246,,13,12,vector
relation,9586027,El Dorado Golf Course,42.60207,-84.49375,,18,18,vector
relation,9646157,Boulder Pointe Golf Club,42.837,-83.2801,,9,27,vector
relation,10580845,Gateway Lodge Golf Course,46.1629,-89.2107,,0,0,raster
relation,11096628,Copper Creek Golf Course,42.50346,-83.4234,,6,0,partial
relation,11133840,Thunder Bay Resort,45.06191,-83.88387,,0,18,partial
relation,11228724,Whispering Pines Golf Club,42.45524,-83.892,,18,18,vector
relation,11762694,The Links at Bowen Lake,43.23334,-85.34231,,0,0,raster
relation,11845365,Rolling Hills Golf Club,43.05113,-83.35358,,0,0,raster
relation,11983569,Boulder Creek Golf Club,43.07023,-85.56313,,2,18,partial
relation,12300845,Benona Shores Golf Course,43.58285,-86.50356,,47,18,vector
relation,12558245,Indian Lake Hills Golf Course,41.99349,-86.22538,,25,27,vector
relation,12591529,Red Oaks Golf Course,42.51454,-83.09967,,0,9,partial
relation,12684814,Point O' Woods,42.1383,-86.35697,,17,18,vector
relation,13120888,Twin Lakes Golf & Swim Club,42.76634,-83.12838,,1,13,partial
relation,13328534,Warwick Hills Golf & Country Club,42.89578,-83.59681,,19,18,vector
relation,13434414,St. Clair Golf Club,42.85375,-82.48145,,22,19,vector
relation,13531846,Fieldstone Golf Club,42.68726,-83.25651,,20,18,vector
relation,13557578,Indianwood Golf & Country Club,42.78292,-83.27821,,28,36,vector
relation,13892528,Tanglewood Golf Club,42.45599,-83.58178,,14,0,vector
relation,14006407,Shenandoah Country Club,42.56106,-83.39743,,17,18,vector
relation,14031738,Orchard Lake Country Club,42.58547,-83.38867,,17,18,vector
relation,14045164,Forest Lake Country Club,42.59829,-83.29434,,21,18,vector
relation,14048126,Wabeek Country Club,42.57722,-83.31835,,17,18,vector
relation,14059170,Oakland Hills Country Club,42.54536,-83.27166,,35,36,vector
relation,14070869,Heathers Club of Bloomfield,42.60791,-83.23414,,0,9,partial
relation,15056812,Swartz Creek Golf Course,42.99266,-83.71819,,0,0,raster
relation,16048768,The Orchards Golf Club,42.75043,-83.03865,,21,18,vector
relation,16255040,Knollwood Country Club - West Course,41.75868,-86.20027,,0,6,raster
relation,16347138,Owosso Country Club,43.06186,-84.18072,,4,18,partial
relation,16701594,Copper Ridge Golf Club,42.99444,-83.53594,,4,18,partial
relation,18610148,The Crown Golf Club,44.72554,-85.68791,,9,18,vector
relation,18783398,Spruce Run Golf Course,44.7768,-85.48624,,20,24,vector
relation,18783399,The Wolverine Golf Course,44.78182,-85.47945,,11,12,vector
relation,18783400,The Bear Golf Course,44.78096,-85.47575,,24,18,vector
relation,18783761,Clearbrook,42.66449,-86.18269,,14,18,vector
relation,19023281,The Pines Golf Course,43.64413,-84.99255,,0,0,raster
relation,19033375,Sugar Springs Golf Club,44.13491,-84.43962,,8,0,partial
relation,19135249,Fox Run Country Club,44.59268,-84.72444,,0,0,raster
relation,19187400,Colonial Golf Course,43.69741,-86.38524,,0,12,partial
relation,19228400,The Jewel of Grand Blanc,42.92662,-83.6043,,0,0,raster
relation,19244524,Oak Pointe Country Club,42.53337,-83.85835,,21,18,vector
relation,19767646,River's Edge Golf Club,44.97623,-83.57254,,0,72,partial
relation,20020921,LochenHeath Golf Club,44.80316,-85.48679,,3,18,partial
relation,20704662,Indian Trails Golf Course,42.91567,-85.62374,,12,4,vector
